job_title,company_name,work_place,work_year,education,recruit_number,release_time,company_nature,company_size,industry,salary
UI设计师,云南大通汇国际电子商务有限公司,昆明-五华区,3-4年经验,大专,招5人,9-2发布,民营公司,50-150人,互联网/电子商务,4.5-6千/月
UI设计师,广州掌安信息技术有限公司,广州-天河区,在校生/应届生,本科,招2人,9-2发布,民营公司,少于50人,"互联网/电子商务,计算机软件",5-8千/月
UI设计师,青岛易联互动网络科技有限公司,青岛-市北区,2年经验,本科,招2人,9-2发布,民营公司,50-150人,"互联网/电子商务,计算机软件",6-8千/月
UI设计师,尚德机构,武汉-洪山区,1年经验,本科,招1人,9-1发布,上市公司,10000人以上,"互联网/电子商务,教育/培训/院校",0.8-1万/月
UI设计师,服企（北京）信息技术有限公司,沈阳-和平区,1年经验,大专,招3人,9-1发布,民营公司,少于50人,互联网/电子商务,2.5-7千/月
UI设计师,比柚（深圳）网络有限公司,深圳-南山区,5-7年经验,本科,招2人,8-3发布,民营公司,50-150人,"互联网/电子商务,贸易/进出口",1.2-1.8万/月
UI设计师,美吉星网络科技（杭州）有限公司,杭州-萧山区,2年经验,本科,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,贸易/进出口",1-5千/月
UI设计师,江苏卓游网络科技有限公司,南京,3-4年经验,本科,招1人,1-13发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1.5-2千/月
UI设计师,深圳市晨北科技有限公司,深圳-南山区,3-4年经验,本科,招1人,1-23发布,外资（欧美）,500-1000人,互联网/电子商务,1.2-1.8万/月
UI设计师,医学界,上海-杨浦区,3-4年经验,本科,招若干人,1-29发布,民营公司,150-500人,"文字媒体/出版,互联网/电子商务",0.8-1万/月
UI设计师,武汉新颜合诚信息科技有限责任公司,长沙-岳麓区,3-4年经验,大专,招1人,1-29发布,合资,50-150人,互联网/电子商务,6-8千/月
UI设计师,广州合摩计算机科技有限公司,广州-天河区,2年经验,本科,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",0.8-1.5万/月
资深游戏UI设计师,上海欢动科技有限公司,上海-浦东新区,5-7年经验,大专,招1人,1-29发布,合资,50-150人,"网络游戏,互联网/电子商务",2-2.5万/月
资深游戏UI设计师,游族网络,成都-高新区,3-4年经验,本科,招若干人,1-29发布,上市公司,1000-5000人,"网络游戏,互联网/电子商务",1.2-2万/月
资深游戏UI设计师,广州尚游网络科技有限公司,广州-天河区,3-4年经验,大专,招若干人,1-26发布,创业公司,50-150人,"网络游戏,互联网/电子商务",0.8-1.5万/月
资深ui设计师,北京三六九数动科技有限公司,北京-朝阳区,3-4年经验,本科,招若干人,1-29发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",1.5-2万/月
资深UI设计师,飞鹤乳业集团上海电商事业部,上海-杨浦区,3-4年经验,本科,招若干人,1-29发布,民营公司,5000-10000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",1-1.5万/月
资深UI设计师,上海达尔威贸易有限公司,上海-静安区,5-7年经验,本科,招1人,1-29发布,外资（非欧美）,500-1000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",1.2-1.6万/月
资深UI设计师,上海银橙科技股份有限公司,上海-徐汇区,3-4年经验,大专,招1人,1-29发布,上市公司,150-500人,"互联网/电子商务,广告",1.2-1.5万/月
资深UI设计师,上海瑞升商务信息咨询有限公司,上海-静安区,3-4年经验,大专,招6人,1-29发布,民营公司,少于50人,"互联网/电子商务,广告",0.8-1万/月
资深UI设计师,宁波启点教育科技有限公司,宁波,3-4年经验,本科,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",12-20万/年
资深UI设计师,广州趣丸网络科技有限公司,广州-天河区,5-7年经验,大专,招1人,1-28发布,民营公司,500-1000人,"互联网/电子商务,网络游戏",1-2万/月
资深UI设计师,上海邮乐网络技术有限公司,上海-浦东新区,5-7年经验,大专,招若干人,1-28发布,外资（非欧美）,500-1000人,互联网/电子商务,1.5-2.2万/月
资深UI设计师,广州市比齐奥电子科技有限公司,广州-番禺区,3-4年经验,本科,招若干人,9-21发布,创业公司,少于50人,"互联网/电子商务,金融/投资/证券",1-2万/月
资深UI设计师,杭州?v全科技发展有限公司,杭州-余杭区,3-4年经验,本科,招2人,1-28发布,民营公司,150-500人,"互联网/电子商务,政府/公共事业",1.2-2.4万/月
资深UI设计师,合肥常春藤移动科技有限公司,合肥-高新区,1年经验,大专,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,网络游戏",0.8-1万/月
资深UI设计工程师,深圳市虚拟现实技术有限公司,深圳-南山区,3-4年经验,本科,招若干人,1-26发布,民营公司,50-150人,"计算机硬件,互联网/电子商务",1.5-2万/月
资深UI,上海威昱网络科技有限公司,上海-闵行区,3-4年经验,本科,招1人,9-9发布,外资（欧美）,50-150人,"互联网/电子商务,通信/电信运营、增值服务",1.5-2.5万/月
中级UI设计师,深圳市星品优汇电子商务有限公司,深圳-福田区,5-7年经验,本科,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,批发/零售",0.8-1.3万/月
中级UI设计师,国信利安科技股份有限公司,成都-高新区,3-4年经验,本科,招1人,1-28发布,上市公司,50-150人,"计算机软件,互联网/电子商务",6-8千/月
中级UI设计师,海南禹讯科技股份有限公司,海口,3-4年经验,本科,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,计算机软件",0.8-1万/月
中级UI工程师,广州伟通信息科技有限公司,广州-天河区,2年经验,本科,招1人,1-28发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1-1.5万/月
中高级UI设计师,南京欣网互联网络科技有限公司,昆明-官渡区,3-4年经验,大专,招1人,1-29发布,民营公司,1000-5000人,"通信/电信运营、增值服务,互联网/电子商务",0.7-1.2万/月
中/高级UI设计师,深圳小火花软件科技有限公司,深圳-福田区,5-7年经验,本科,招1人,1-7发布,创业公司,少于50人,"计算机软件,互联网/电子商务",0.6-1.2万/月
直招UI设计师助理/双休,成都蓝多安科技有限公司,成都-锦江区,在校生/应届生,高中,招3人,1-29发布,民营公司,50-150人,"互联网/电子商务,计算机软件",4-6千/月
直招UI设计师助理/双休,成都欢点餐饮服务有限公司,成都-青羊区,无需经验,中专,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",3-4.5千/月
游戏ui设计师,上海申米信息技术有限公司,上海-浦东新区,2年经验,本科,招若干人,9-12发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1-1.5万/月
游戏ui设计+住宿+高薪,武汉蓝图狐动漫科技有限公司,武汉-洪山区,无需经验,中专,招6人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",4.5-6千/月
游戏UI设计,四三九九网络股份有限公司,厦门,2年经验,大专,招2人,1-29发布,民营公司,1000-5000人,"网络游戏,互联网/电子商务",0.8-1.5万/月
游戏UI设计,江苏梦嘉控股集团有限公司,苏州-工业园区,3-4年经验,大专,招1人,1-23发布,民营公司,500-1000人,"互联网/电子商务,影视/媒体/艺术/文化传播",1-1.5万/月
游戏Ui设计,上海箭塔互娱网络科技有限公司,广州-天河区,2年经验,大专,招1人,1-29发布,民营公司,50-150人,"网络游戏,互联网/电子商务",0.8-1.2万/月
游戏UI设计,广州玩动网络科技有限公司,广州-天河区,2年经验,大专,招2人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",0.7-1.3万/月
游戏UI美工,深圳市鸿运来电脑科技有限公司,深圳-龙华区,无需经验,高中,招若干人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",6-8千/月
游戏UI动效设计师,上海研游网络科技有限公司广州分公司,广州,3-4年经验,大专,招若干人,1-29发布,民营公司,50-150人,"互联网/电子商务,网络游戏",1.5-2.5万/月
游戏UI动效设计师,上海巨人网络科技有限公司,上海-松江区,3-4年经验,大专,招若干人,1-28发布,上市公司,1000-5000人,"网络游戏,互联网/电子商务",1.8-3万/月
游戏UI（界面）设计师（急聘）,福建棋乐网络科技有限公司,福州,2年经验,大专,招2人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",0.8-1.2万/月
游戏UI,广州明朝互动科技股份有限公司,广州-天河区,1年经验,大专,招3人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.6万/月
游戏UI,武汉掌中宝网络科技有限公司,武汉-洪山区,3-4年经验,大专,招1人,1-28发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1-1.5万/月
游戏UI,叽里呱啦,上海,3-4年经验,大专,招1人,9-28发布,民营公司,1000-5000人,互联网/电子商务,1.2-2.4万/月
网页和UI设计师,武汉皆能时空关联科技有限公司,武汉,1年经验,本科,招3人,1-29发布,民营公司,少于50人,互联网/电子商务,4-7千/月
网页ui设计师,沈阳辉浩科技有限公司,沈阳,无需经验,大专,招若干人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",4.5-6千/月
网页UI 设计师,上海久茂国际物流有限公司,上海-长宁区,1年经验,大专,招若干人,9-1发布,民营公司,50-150人,"交通/运输/物流,互联网/电子商务",7-9千/月
网页/UI设计师,武汉乐薇电子商务有限公司,武汉-洪山区,1年经验,大专,招2人,1-29发布,民营公司,50-150人,互联网/电子商务,6-8千/月
高级资深UI设计,武汉和悦数字科技有限公司,武汉-武昌区,5-7年经验,本科,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,通信/电信运营、增值服务",1.2-1.8万/月
高级游戏UI设计师/资深UI设计,上海极光网络科技有限公司,上海,3-4年经验,大专,招2人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.6万/月
高级游戏UI设计师,武汉百鲤网络技术有限公司,武汉-江汉区,3-4年经验,本科,招1人,1-29发布,民营公司,50-150人,"网络游戏,互联网/电子商务",0.8-1.2万/月
高级游戏UI设计师,武汉快玩科技有限公司,武汉-东湖新技术产业开发区,5-7年经验,大专,招1人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.5万/月
高级游戏UI设计师,广州无双互动信息科技有限公司,广州-天河区,3-4年经验,大专,招若干人,1-1发布,民营公司,少于50人,"网络游戏,互联网/电子商务",1.5-2万/月
高级游戏UI设计师,上海慕和网络科技有限公司,上海-普陀区,3-4年经验,大专,招若干人,1-29发布,国企,150-500人,"网络游戏,互联网/电子商务",1.5-2.5万/月
高级游戏UI设计师,网易集团,上海,5-7年经验,大专,招若干人,1-29发布,上市公司,10000人以上,互联网/电子商务,1.5-2.5万/月
高级游戏UI设计师,上海龙游网络科技有限公司,上海-徐汇区,2年经验,大专,招2人,1-22发布,民营公司,50-150人,"网络游戏,互联网/电子商务",1-1.5万/月
高级UI设计师-融创大健康科技,广州康乐富健康管家有限公司,广州-天河区,3-4年经验,本科,招2人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",0.6-1.2万/月
高级UI设计师-互联网电商,敦煌网,深圳-福田区,3-4年经验,本科,招5人,1-26发布,外资（非欧美）,500-1000人,"互联网/电子商务,贸易/进出口",1.2-2.4万/月
高级UI设计师/主管,广州维度科技有限公司,广州-天河区,5-7年经验,大专,招1人,1-23发布,创业公司,50-150人,"互联网/电子商务,计算机软件",1.2-2万/月
高级UI设计师,深圳市嘉鸿网络科技有限公司,深圳,3-4年经验,大专,招1人,1-29发布,民营公司,1000-5000人,互联网/电子商务,1.5-3万/月
高级UI设计师,深圳市方特斯网络科技有限公司,深圳,3-4年经验,大专,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1.3-1.6万/月
高级UI设计师,武汉东湖大数据交易中心股份有限公司,武汉-东湖新技术产业开发区,3-4年经验,本科,招1人,1-29发布,合资,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",0.8-1万/月
高级UI设计师,重庆云信医疗科技有限公司,重庆-九龙坡区,3-4年经验,本科,招若干人,1-29发布,民营公司,150-500人,"医疗/护理/卫生,互联网/电子商务",0.7-1.5万/月
高级UI设计师,深圳市探娱互动科学文化有限公司,深圳,2年经验,本科,招2人,1-29发布,民营公司,50-150人,"网络游戏,互联网/电子商务",0.7-1.4万/月
高级UI设计师,医学界,上海,3-4年经验,本科,招若干人,1-29发布,民营公司,150-500人,"文字媒体/出版,互联网/电子商务",1.5-2万/月
高级UI设计师,广州猎狗科技有限公司,广州-海珠区,3-4年经验,本科,招1人,1-29发布,民营公司,150-500人,"中介服务,互联网/电子商务",0.8-1.2万/月
高级UI设计师,深圳鲲鹏天下科技有限公司,深圳-南山区,5-7年经验,大专,招1人,1-29发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1.5-2.5万/月
高级UI设计师,微知网络科技（上海）有限公司,上海-静安区,8-9年经验,本科,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",1.5-2.5万/月
高级UI设计师,广州市连胜电子商行,广州-番禺区,5-7年经验,本科,招1人,1-29发布,民营公司,少于50人,互联网/电子商务,1.5-2.5万/月
高级UI设计师,佛山市万城合一科技有限公司,广州-海珠区,3-4年经验,大专,招1人,1-29发布,民营公司,少于50人,"互联网/电子商务,机械/设备/重工",1-1.5万/月
高级UI设计师,上海玖品信息科技有限公司,上海-嘉定区,1年经验,本科,招1人,1-29发布,民营公司,50-150人,互联网/电子商务,0.9-1.2万/月
高级UI设计师,上海翼萨实业有限公司,上海-浦东新区,3-4年经验,大专,招3人,1-29发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1.1-1.6万/月
高级UI设计师,哈尔滨优智科技有限公司,哈尔滨,1年经验,本科,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",4-6千/月
高级UI设计师,外文在线(广州)数字信息技术有限责任公司,广州-番禺区,3-4年经验,大专,招1人,1-29发布,民营公司,少于50人,"互联网/电子商务,娱乐/休闲/体育",0.8-1.3万/月
高级UI设计师,推闪（广州）科技有限公司,广州-白云区,5-7年经验,本科,招1人,1-29发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1.2-1.4万/月
高级UI设计师,博纳德集团,广州-天河区,5-7年经验,大专,招2人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1-1.5万/月
高级UI设计师,上海一起送网络科技有限公司,上海-浦东新区,3-4年经验,大专,招1人,1-29发布,民营公司,50-150人,"交通/运输/物流,互联网/电子商务",1-1.5万/月
高级UI设计师,湖南中德安普云瞻智审有限公司,长沙-天心区,3-4年经验,大专,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,教育/培训/院校",5-8千/月
高级UI设计师,长沙麦都网络科技有限公司,长沙-长沙县,3-4年经验,本科,招若干人,1-29发布,民营公司,150-500人,"教育/培训/院校,互联网/电子商务",7-9千/月
高级UI设计师,成都极米科技股份有限公司,成都,3-4年经验,本科,招1人,1-29发布,民营公司,1000-5000人,"计算机硬件,互联网/电子商务",1.5-2.5万/月
高级UI设计师,广州滴普科技有限公司,深圳-南山区,5-7年经验,本科,招1人,1-28发布,民营公司,500-1000人,互联网/电子商务,1-1.5万/月
高级UI设计师,成都大农科技有限公司,成都-高新区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,农/林/牧/渔",1.2-1.8万/月
高级UI设计师,广州瑞云网络科技有限公司,广州,2年经验,本科,招1人,1-28发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-2万/月
高级UI设计师,武汉精臣智慧标识科技有限公司,武汉-洪山区,5-7年经验,大专,招1人,1-28发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1-1.5万/月
高级UI设计师,广州好易电子联行服务有限公司,广州-番禺区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,计算机软件",0.6-1万/月
高级UI设计师,深圳极联信息技术股份有限公司,深圳-南山区,1年以上经验,本科,招1人,1-28发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.8-2.2万/月
高级UI设计师,海南禹讯科技股份有限公司,海口,5-7年经验,本科,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1-1.5万/月
高级UI设计师,北京众友联拓科技有限公司,北京-朝阳区,1年经验,本科,招若干人,1-28发布,民营公司,少于50人,"计算机软件,互联网/电子商务",0.6-1.2万/月
高级UI设计师,广州优路加信息科技有限公司,广州,3-4年经验,本科,招2人,1-28发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1-1.2万/月
高级UI设计师,深圳学达科技有限公司,深圳-南山区,3-4年经验,本科,招1人,1-26发布,民营公司,50-150人,"教育/培训/院校,互联网/电子商务",1-1.8万/月
高级UI设计师,华汇（深圳）商品贸易有限公司,上海-徐汇区,3-4年经验,大专,招2人,1-26发布,外资（非欧美）,少于50人,"互联网/电子商务,贸易/进出口",1.2-1.5万/月
高级UI设计师,上海企创信息科技有限公司,上海-普陀区,3-4年经验,本科,招1人,1-26发布,合资,50-150人,互联网/电子商务,2-2.5万/月
高级UI设计师,上海朔茂网络科技有限公司,上海,3-4年经验,本科,招若干人,1-25发布,创业公司,少于50人,"医疗设备/器械,互联网/电子商务",1-1.6万/月
高级UI设计师,星罗网络科技有限公司,厦门,3-4年经验,本科,招1人,1-23发布,民营公司,50-150人,互联网/电子商务,1-1.5万/月
高级UI设计师,广州天艺网络信息有限公司,广州-天河区,3-4年经验,大专,招2人,1-23发布,民营公司,50-150人,"互联网/电子商务,教育/培训/院校",1.3-1.8万/月
高级UI设计师,杭州奇治信息技术股份有限公司,杭州-滨江区,5-7年经验,本科,招2人,1-22发布,民营公司,50-150人,"互联网/电子商务,通信/电信运营、增值服务",1.5-3万/月
高级UI设计师,试管无忧—互联网医疗服务平台,重庆-渝北区,5-7年经验,大专,招1人,1-22发布,民营公司,50-150人,互联网/电子商务,7-8千/月
高级UI设计师,叁拾加（广东）农产品初加工有限公司,广州-白云区,5-7年经验,本科,招1人,1-22发布,民营公司,1000-5000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",1.5-2万/月
高级UI设计师,上海弘贯网络科技有限公司,广州-天河区,3-4年经验,本科,招1人,1-19发布,民营公司,500-1000人,"网络游戏,互联网/电子商务",1.2-2万/月
高级UI设计师,江苏猎吧科技有限公司,深圳-龙华区,2年经验,大专,招1人,1-19发布,民营公司,50-150人,"互联网/电子商务,计算机软件",6.5-9千/月
高级UI设计师,南京功夫豆信息科技有限公司,南京,5-7年经验,本科,招1人,1-17发布,合资,150-500人,"互联网/电子商务,计算机软件",0.8-1.5万/月
高级UI设计师,上海烈熊网络技术有限公司,上海-徐汇区,3-4年经验,本科,招1人,1-16发布,民营公司,50-150人,"互联网/电子商务,多元化业务集团公司",1-2万/月
高级UI设计师,广州花生日记网络科技有限公司,广州-海珠区,3-4年经验,大专,招1人,1-8发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1-1.5万/月
高级UI设计师,中国交通信息科技集团有限公司武汉分公司,武汉-武昌区,3-4年经验,本科,招1人,1-1发布,国企,50-150人,"计算机软件,互联网/电子商务",0.8-1.5万/月
高级UI设计师,宁夏罐运邦网络货运科技有限公司,南京-鼓楼区,3-4年经验,本科,招4人,9-26发布,民营公司,500-1000人,互联网/电子商务,6-8千/月
高级UI设计师,青岛震游软件科技有限公司,广州-海珠区,3-4年经验,大专,招若干人,9-23发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1.5-2.5万/月
高级UI设计师,上海合合信息科技股份有限公司,上海-静安区,5-7年经验,本科,招2人,9-19发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
高级UI设计师,深圳紫讯信息科技有限公司,深圳-南山区,3-4年经验,大专,招若干人,9-18发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.5-2万/月
高级UI设计师,上海朝熠企业管理咨询有限公司,上海,5-7年经验,本科,招5人,9-18发布,合资,50-150人,"互联网/电子商务,贸易/进出口",2-3.5万/月
高级UI设计师,湖南修行记旅游有限公司,长沙-天心区,3-4年经验,本科,招1人,9-16发布,民营公司,少于50人,"酒店/旅游,互联网/电子商务",0.7-1万/月
高级UI设计师,益农控股（广东）有限公司,广州-海珠区,2年经验,大专,招4人,9-15发布,上市公司,50-150人,互联网/电子商务,0.8-1.5万/月
高级UI设计师,上海贝海网络科技有限公司,上海-普陀区,5-7年经验,本科,招1人,9-14发布,外企代表处,150-500人,互联网/电子商务,1.5-3万/月
高级UI设计师,制服优货（杭州）网络科技有限公司,杭州-江干区,3-4年经验,大专,招1人,9-14发布,民营公司,少于50人,"互联网/电子商务,批发/零售",1-1.5万/月
高级UI设计师,鞍山市新安杰系统集成有限公司,鞍山,3-4年经验,本科,招若干人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.2-1万/月
高级UI设计师,北京三六九数动科技有限公司,北京-朝阳区,3-4年经验,大专,招若干人,1-29发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",1-1.5万/月
高级UI设计师,游族网络,上海-徐汇区,3-4年经验,本科,招若干人,1-29发布,上市公司,1000-5000人,"网络游戏,互联网/电子商务",2-3万/月
高级UI设计师,广州久邦世纪科技有限公司,广州-越秀区,3-4年经验,大专,招1人,1-29发布,民营公司,500-1000人,"互联网/电子商务,网络游戏",1.5-2.5万/月
高级UI设计师,莫利辰光成都科技有限公司,成都-青羊区,5-7年经验,本科,招若干人,1-28发布,民营公司,150-500人,互联网/电子商务,3-4万/月
高级UI设计师,四川景你科技有限公司,成都-锦江区,5-7年经验,本科,招若干人,1-28发布,民营公司,150-500人,互联网/电子商务,2.5-3万/月
高级UI设计师,深圳极联信息技术股份有限公司,上海,5-7年经验,本科,招1人,1-28发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
高级UI设计师,广州亿聚盟科技有限公司,广州-越秀区,3-4年经验,大专,招1人,1-28发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.2万/月
高级UI设计师,风变科技（深圳）有限公司,深圳-南山区,3-4年经验,本科,招1人,1-27发布,民营公司,500-1000人,"互联网/电子商务,教育/培训/院校",1.5-2.5万/月
高级UI设计师,上海企创信息科技有限公司,上海-普陀区,5-7年经验,大专,招1人,1-26发布,合资,50-150人,互联网/电子商务,1.5-2万/月
高级UI设计师,成都大农科技有限公司,成都-高新区,5-7年经验,本科,招1人,1-24发布,民营公司,150-500人,"互联网/电子商务,农/林/牧/渔",1-1.8万/月
高级UI设计师,博纳德集团,深圳,3-4年经验,大专,招1人,1-22发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
高级UI设计师,青岛震游软件科技有限公司,上海-浦东新区,5-7年经验,大专,招若干人,9-23发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1.5-2.5万/月
高级UI交互设计师,上海梅歌文化传播有限公司,上海-徐汇区,5-7年经验,大专,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,家具/家电/玩具/礼品",1.5-2万/月
高级UI交互设计师,武汉慧禹信息科技有限公司,武汉-洪山区,3-4年经验,本科,招1人,1-12发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.9-1.2万/月
高级UI产品设计师,博纳德集团,广州-天河区,3-4年经验,大专,招2人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.2-1.6万/月
高级UI产品设计,博纳德集团,广州-天河区,3-4年经验,本科,招3人,9-22发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
高级UI产品设计,博纳德集团,广州-天河区,2年经验,大专,招2人,9-14发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1-1.6万/月
UI设计实习生,大连企云网络科技有限公司,大连-高新园区,在校生/应届生,本科,招若干人,1-24发布,民营公司,50-150人,"计算机软件,互联网/电子商务",100元/天
UI设计实习生,深圳市同行者科技有限公司,深圳-南山区,在校生/应届生,本科,招1人,1-29发布,民营公司,150-500人,互联网/电子商务,3-4.5千/月
UI设计实习生,沈阳中辉云科技有限公司,沈阳,无需经验,大专,招若干人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",3-4.5千/月
ui设计实习生,沈阳辉浩科技有限公司,沈阳,无需经验,大专,招5人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",3-4.5千/月
ui设计实习生,沈阳辉浩科技有限公司,沈阳,无需经验,大专,招若干人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",3-4.5千/月
UI设计实习生,上海卓易科技股份有限公司,上海-徐汇区,在校生/应届生,本科,招5人,1-28发布,上市公司,500-1000人,"互联网/电子商务,计算机软件",150元/天
UI设计实习生,广州酷麦信息科技有限公司,广州-天河区,在校生/应届生,大专,招若干人,1-28发布,民营公司,50-150人,互联网/电子商务,3-4.5千/月
UI设计实习生,重庆睿力诚科技有限公司,重庆-渝北区,在校生/应届生,本科,招1人,1-28发布,民营公司,少于50人,"计算机软件,互联网/电子商务",100元/天
UI设计实习生,西安丽韵艺露信息科技有限公司,西安-碑林区,在校生/应届生,大专,招5人,1-27发布,合资,50-150人,"计算机软件,互联网/电子商务",3-4.5千/月
UI设计实习生,大树保,上海-浦东新区,在校生/应届生,本科,招若干人,1-26发布,合资,150-500人,互联网/电子商务,150元/天
UI设计实习岗位,湖南芒果听见科技有限公司,长沙-开福区,在校生/应届生,本科,招若干人,1-29发布,合资,50-150人,"影视/媒体/艺术/文化传播,互联网/电子商务",1.5千以下/月
UI设计实习,沈阳中辉云科技有限公司,沈阳,无需经验,大专,招5人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",4.5-6千/月
ui设计实习,沈阳辉浩科技有限公司,沈阳,在校生/应届生,大专,招若干人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",3-4.5千/月
ui设计师助理实习生,江苏蒙亿网络科技有限公司,南京-玄武区,在校生/应届生,大专,招4人,1-29发布,民营公司,50-150人,"互联网/电子商务,广告",3-4.5千/月
UI设计师助理/五险+包吃住,深圳帕若丝品牌管理有限公司,深圳-宝安区,1年经验,大专,招3人,1-28发布,民营公司,50-150人,"互联网/电子商务,金融/投资/证券",4.5-6千/月
ui设计师助理（实习岗）,沈阳中辉云科技有限公司,沈阳,无需经验,大专,招若干人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",2-3千/月
UI设计师助理,天津丞辉科技发展有限公司,天津-和平区,在校生/应届生,大专,招5人,1-29发布,民营公司,50-150人,互联网/电子商务,4.5-6千/月
UI设计师01,上海联恩贸易发展有限公司,上海-徐汇区,3-4年经验,本科,招若干人,1-13发布,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",1-1.8万/月
UI设计师/主管,深圳柚安米科技有限公司,深圳-龙岗区,3-4年经验,大专,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.3-1.6万/月
ui设计师/网页设计师助理,北京分形科技有限公司,北京-朝阳区,在校生/应届生,本科,招5人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",3-4千/月
UI设计师/网页设计师,杭州柏益科技有限公司,杭州-滨江区,3-4年经验,大专,招2人,8-31发布,民营公司,少于50人,"互联网/电子商务,贸易/进出口",6-9千/月
ui设计师/网页设计师,北京分形科技有限公司,北京-朝阳区,3-4年经验,本科,招5人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",0.8-1.5万/月
UI设计师/网页设计/美工,怡客美舍家居商贸（上海）有限公司,上海-长宁区,3-4年经验,本科,招1人,1-28发布,外资（欧美）,少于50人,互联网/电子商务,0.6-1.5万/月
UI设计师/视觉设计师,上海东方数据广播有限公司,上海-长宁区,1年经验,本科,招1人,1-21发布,国企,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",5-8千/月
UI设计师/视觉设计师,滴滴智通（广州）科技有限公司,广州-天河区,5-7年经验,本科,招1人,1-28发布,合资,50-150人,"互联网/电子商务,计算机软件",1-1.5万/月
