job_title,company_name,work_place,work_year,education,recruit_number,release_time,company_nature,company_size,industry,salary
高级Android研发工程师,百度在线网络技术（北京）有限公司深圳分公司,深圳-南山区,2年经验,本科,招若干人,9-17发布,外资（欧美）,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",2-2.5万/月
Android高级开发工程师,江苏云柜网络技术有限公司,上海-普陀区,5-7年经验,大专,招2人,9-17发布,民营公司,150-500人,互联网/电子商务,1.6-2.5万/月
Android开发工程师,朗森特科技有限公司,扬州-邗江区,3-4年经验,大专,招3人,9-17发布,民营公司,150-500人,"互联网/电子商务,学术/科研",0.7-1.5万/月
Android开发工程师,浙江易航海信息技术有限公司杭州分公司,舟山,2年经验,本科,招3人,9-17发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.7-1.5万/月
Android开发工程师,上海序言泽网络科技有限公司,上海-浦东新区,3-4年经验,本科,招1人,9-16发布,民营公司,500-1000人,互联网/电子商务,1.5-2.5万/月
Android开发工程师,扬州三巷网络科技有限公司,扬州,2年经验,大专,招1人,9-16发布,民营公司,50-150人,互联网/电子商务,0.8-1万/月
Android开发工程师,乐友国际商业集团有限公司,北京,3-4年经验,大专,招1人,9-15发布,民营公司,1000-5000人,"批发/零售,互联网/电子商务",1-1.5万/月
Android开发工程师,湖北升思科技股份有限公司,宜昌,2年经验,本科,招2人,9-15发布,上市公司,50-150人,"计算机软件,互联网/电子商务",0.6-1万/月
Android开发工程师,湖南福米信息科技有限责任公司,长沙-岳麓区,5-7年经验,本科,招若干人,9-14发布,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",1.2-2万/月
Android开发工程师,苏州祥云平台信息技术有限公司,昆山,2年经验,大专,招2人,9-14发布,民营公司,50-150人,"互联网/电子商务,通信/电信/网络设备",0.8-1万/月
Android开发工程师,拉卡拉支付集团,上海-浦东新区,5-7年经验,本科,招1人,9-14发布,合资,1000-5000人,互联网/电子商务,2-2.5万/月
Android开发工程师,北京云迹科技有限公司,深圳,3-4年经验,本科,招2人,9-12发布,创业公司,150-500人,"互联网/电子商务,电子技术/半导体/集成电路",1.2-2万/月
Android开发,上海申米信息技术有限公司,西安-高新技术产业开发区,1年经验,本科,招1人,9-12发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",0.9-1.3万/月
Android开发工程师,东莞市富卡网络科技有限公司,东莞-松山湖区,1年经验,大专,招2人,9-12发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",0.5-1万/月
Android开发工程师,广州米美科技有限公司,广州-白云区,1年经验,大专,招若干人,9-11发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1-1.6万/月
Android开发工程师,江门驰铭体育有限公司,江门,1年经验,高中,招2人,9-1发布,民营公司,少于50人,互联网/电子商务,0.8-1万/月
Android开发工程师,深圳市爱聊科技有限公司,深圳,5-7年经验,本科,招1人,9-1发布,创业公司,50-150人,互联网/电子商务,1.5-3万/月
Android/iOS开发工程师,武汉晖创天成科技有限公司,武汉-洪山区,3-4年经验,大专,招2人,9-1发布,民营公司,50-150人,"互联网/电子商务,计算机硬件",0.8-1.3万/月
Android开发工程师,西安康奈网络科技有限公司,西安-雁塔区,3-4年经验,大专,招1人,9-9发布,民营公司,150-500人,互联网/电子商务,0.8-1.5万/月
Android开发工程师,广州中金育能教育科技有限公司,广州-天河区,3-4年经验,本科,招1人,9-9发布,民营公司,150-500人,"互联网/电子商务,教育/培训/院校",0.8-1.5万/月
Android开发工程师,安徽光之晨曦实业发展有限公司,合肥-包河区,3-4年经验,大专,招2人,9-9发布,民营公司,50-150人,互联网/电子商务,0.8-1.3万/月
Android开发工程师,苏州伽勒信息科技有限公司,苏州-工业园区,1年经验,大专,招2人,9-8发布,创业公司,少于50人,"互联网/电子商务,计算机软件",6-8千/月
Android高级开发工程师,上海辉畅网络科技有限公司,上海-闵行区,5-7年经验,大专,招1人,9-8发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1.3-1.7万/月
Android开发工程师,南京爱倍加信息技术有限公司,南京-雨花台区,2年经验,大专,招1人,9-8发布,民营公司,50-150人,互联网/电子商务,0.8-1万/月
Android开发工程师,长沙致天信息科技有限责任公司,长沙-岳麓区,2年经验,本科,招2人,9-8发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.6-1万/月
Android高级开发工程师,鸿域（广州）信息科技有限公司,广州-海珠区,5-7年经验,本科,招3人,9-8发布,外资（非欧美）,少于50人,互联网/电子商务,1.4-2万/月
Android开发工程师,温州飞碟科技有限公司,温州-鹿城区,3-4年经验,招1人,9-7发布,普通话精通,民营公司,少于50人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",1-1.5万/月
Android App开发工程师,华米科技,南京-建邺区,5-7年经验,本科,招若干人,9-7发布,上市公司,1000-5000人,互联网/电子商务,1.5-3万/月
Android高级开发工程师,厦门铃盛软件有限公司,厦门,5-7年经验,本科,招若干人,9-6发布,外资（欧美）,500-1000人,"计算机软件,互联网/电子商务",1.5-3万/月
Android开发工程师,上海天洪信息科技有限公司,上海-闵行区,5-7年经验,本科,招若干人,9-6发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1.2-2万/月
Android工程师,深圳市车益图科技有限公司,深圳-龙岗区,1年经验,大专,招若干人,9-6发布,民营公司,少于50人,"计算机软件,互联网/电子商务",0.8-1.2万/月
Android开发工程师,培腾科技（嘉兴）有限公司,嘉兴-南湖区,2年经验,大专,招1人,9-6发布,民营公司,少于50人,"服装/纺织/皮革,互联网/电子商务",6-8千/月
Android开发工程师,青岛友腾信息技术有限公司,青岛-李沧区,2年经验,本科,招1人,9-4发布,创业公司,少于50人,"计算机软件,互联网/电子商务",0.6-1万/月
Android开发工程师,山东诺蓝信息科技有限公司,临沂,3-4年经验,大专,招1人,9-4发布,民营公司,50-150人,"互联网/电子商务,计算机软件",0.8-1万/月
Android开发工程师,深圳市域米圈科技有限公司,深圳-龙华区,3-4年经验,大专,招1人,9-4发布,民营公司,50-150人,互联网/电子商务,1-1.5万/月
Android开发工程师,上海博鼠信息科技有限公司,杭州,5-7年经验,本科,招1人,9-24发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2.5万/月
C/C++高级开发工程师,广州滴普科技有限公司,深圳-南山区,8-9年经验,本科,招1人,1-28发布,民营公司,500-1000人,互联网/电子商务,2.5-3万/月
C/C++高级开发工程师,玖纵网络科技（上海）有限公司,上海-徐汇区,3-4年经验,本科,招2人,1-28发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-2万/月
C/C++高级开发工程师,成都九玄数码信息有限责任公司,成都,2年经验,大专,招5人,9-13发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1.2-2万/月
C/C++高级开发工程师,上海瀛联信息科技股份有限公司,上海-徐汇区,5-7年经验,本科,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2万/月
C/C++高级开发工程师,武汉鸿瑞达信息技术有限公司,武汉,3-4年经验,本科,招2人,1-28发布,民营公司,少于50人,互联网/电子商务,1-1.5万/月
C/C++高级开发工程师,深圳市点嘀互联网络有限公司,深圳,5-7年经验,本科,招3人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.3-2.5万/月
c/c++高级开发工程师（SD-WAN）,深信服科技股份有限公司,深圳-南山区,3-4年经验,本科,招若干人,1-21发布,上市公司,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",2-4万/月
C/C++高级软件工程师,浙江盛达机器人科技有限公司,杭州-江干区,3-4年经验,本科,招1人,1-26发布,民营公司,150-500人,"互联网/电子商务,电子技术/半导体/集成电路",1-1.5万/月
C/C++工程师（咪咕视讯）,上海网达软件股份有限公司,上海-浦东新区,3-4年经验,本科,招3人,9-26发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",1-2万/月
C/C++工程师（咪咕视讯）,上海网达软件股份有限公司,上海-浦东新区,3-4年经验,本科,招3人,9-21发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",1-2万/月
C/C++开发（电力方向）,南京阿贝斯信息科技有限公司,南京-建邺区,2年经验,本科,招3人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",0.9-1.4万/月
C/C++开发工程师,上海晓联信息技术有限公司,上海,3-4年经验,大专,招若干人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
C/C++开发工程师,小西科技（南京）有限责任公司,南京-雨花台区,2年经验,大专,招1人,1-29发布,民营公司,50-150人,互联网/电子商务,1-1.5万/月
C/C++开发工程师,宁波菊思网络科技有限公司,宁波,1年经验,本科,招若干人,1-29发布,民营公司,少于50人,"计算机软件,互联网/电子商务",0.8-1.3万/月
C/C++开发工程师,浙江九州量子信息技术股份有限公司,杭州-萧山区,1年经验,本科,招1人,1-29发布,上市公司,150-500人,"通信/电信/网络设备,互联网/电子商务",0.7-1.5万/月
C/C++开发工程师,北京中认环宇信息安全技术有限公司,北京-丰台区,2年经验,本科,招2人,1-29发布,国企,少于50人,"互联网/电子商务,计算机软件",0.8-1.6万/月
C/C++开发工程师,上海新网程信息技术股份有限公司,上海-普陀区,3-4年经验,本科,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.1-2万/月
C/C++开发工程师,杭州?v全科技发展有限公司,杭州-余杭区,5-7年经验,本科,招2人,1-29发布,民营公司,150-500人,"互联网/电子商务,政府/公共事业",2.2-4万/月
C/C++开发工程师,深圳市联科科技有限公司,深圳-宝安区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"汽车,互联网/电子商务",1.2-1.8万/月
C/C++开发工程师,成都傲梅科技有限公司,成都,3-4年经验,本科,招1人,1-28发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
C/C++开发工程师,上海碧鸽网络科技有限公司,杭州-滨江区,2年经验,大专,招若干人,1-28发布,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1-1.5万/月
C/C++开发工程师,南通游加信息科技有限公司,南通,3-4年经验,大专,招1人,1-28发布,民营公司,50-150人,互联网/电子商务,0.8-1.3万/月
C/C++开发工程师,北京宜选科技股份公司,长沙,3-4年经验,本科,招1人,1-27发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.2-2万/月
C/C++开发工程师,广州市玄武无线科技股份有限公司,广州,3-4年经验,本科,招若干人,1-27发布,上市公司,500-1000人,"互联网/电子商务,计算机软件",1.2-1.8万/月
C/C++开发工程师,盾钰（上海）互联网科技有限公司,上海-浦东新区,2年经验,大专,招3人,1-18发布,民营公司,50-150人,"计算机软件,互联网/电子商务",15-20万/年
c/c++开发工程师,天池创新（北京）软件技术有限公司,北京-海淀区,1年经验,硕士,招若干人,9-28发布,民营公司,少于50人,"石油/化工/矿产/地质,互联网/电子商务",1.5-2万/月
C/C++开发工程师,杭州同帆科技有限公司,杭州,3-4年经验,本科,招1人,9-21发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1-1.5万/月
C/C++开发工程师,格尔软件股份有限公司,上海,2年经验,本科,招1人,1-29发布,上市公司,150-500人,"计算机软件,互联网/电子商务",1-2万/月
c/c++开发工程师,广州玩动网络科技有限公司,广州-天河区,在校生/应届生,本科,招若干人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",0.7-1.3万/月
c/c++开发工程师,深信服科技股份有限公司,深圳-南山区,3-4年经验,本科,招若干人,1-21发布,上市公司,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",1.5-3万/月
C/C++开发工程师,成都九玄数码信息有限责任公司,成都,2年经验,大专,招1人,9-13发布,民营公司,少于50人,"计算机软件,互联网/电子商务",0.8-1.5万/月
C/C++开发工程师 （嵌入式开发）-高级,广州市共能信通科技有限公司,广州-天河区,5-7年经验,本科,招若干人,1-29发布,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",1.8-3.5万/月
C/C++开发工程师 （嵌入式开发）-高级,广州市共能信通科技有限公司,广州-天河区,5-7年经验,本科,招2人,1-29发布,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",1.8-3.5万/月
C/C++开发工程师 （嵌入式开发）-中级,广州市共能信通科技有限公司,广州-天河区,2年经验,本科,招2人,1-29发布,民营公司,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",1.2-1.8万/月
C/C++开发工程师（IM项目）,广东盛迪嘉集团有限公司,深圳-南山区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"房地产,互联网/电子商务",1.5-2.5万/月
C/C++开发工程师（嵌入式开发）-高级,上海独角鲸网络科技有限公司广州分公司,广州-天河区,5-7年经验,本科,招2人,1-28发布,民营公司,少于50人,互联网/电子商务,1.8-3.5万/月
C/C++开发工程师/5G云电脑，高薪资福利,上海达龙信息科技有限公司,上海-浦东新区,3-4年经验,大专,招2人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1.5-2.5万/月
C/C++开发工程师-5G,北京神州泰岳软件股份有限公司,北京-朝阳区,5-7年经验,本科,招1人,1-19发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",1.5-2.5万/月
C/C++开发工程师-武汉/西安/成都/北京（校招）,北京小鱼易连科技有限公司,北京-朝阳区,在校生/应届生,本科,招2人,1-29发布,合资,150-500人,互联网/电子商务,0.8-1.5万/月
C/C++开发工程师-武汉/西安/成都/北京（校招）,北京小鱼易连科技有限公司,成都-武侯区,在校生/应届生,本科,招2人,1-29发布,合资,150-500人,互联网/电子商务,0.8-1.5万/月
C/C++开发工程师-武汉/西安/成都/北京（校招）,北京小鱼易连科技有限公司,西安,在校生/应届生,本科,招2人,1-29发布,合资,150-500人,互联网/电子商务,0.8-1.5万/月
C/C++开发工程师-武汉/西安/成都/北京（校招）,北京小鱼易连科技有限公司,武汉,在校生/应届生,本科,招2人,1-29发布,合资,150-500人,互联网/电子商务,0.8-1.5万/月
C/C++开发工程师-音视频,北京神州泰岳软件股份有限公司,北京-朝阳区,5-7年经验,本科,招1人,1-19发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",2-3万/月
C/C++开发工工程师,韩讯科技（深圳）有限公司,深圳-龙华区,2年经验,大专,招1人,9-6发布,民营公司,50-150人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",1-2.5万/月
c/c++客户端开发,南通游加信息科技有限公司,南通,3-4年经验,大专,招1人,1-28发布,民营公司,50-150人,互联网/电子商务,0.8-1.3万/月
C/C++软件工程师,深圳市景阳科技股份有限公司,深圳-南山区,2年经验,大专,招3人,1-29发布,民营公司,500-1000人,"电子技术/半导体/集成电路,互联网/电子商务",1.2-1.7万/月
C/C++软件工程师,浙江凌图科技有限公司,西安-雁塔区,5-7年经验,本科,招1人,1-27发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1-2万/月
C/C++软件工程师,北京三信时代信息公司,北京,3-4年经验,大专,招1人,1-23发布,国企,50-150人,"互联网/电子商务,通信/电信/网络设备",1.5-2万/月
C/C++软件工程师（操作系统项目）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,2年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1-2万/月
C/C++软件工程师（机器人算法方向）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1-2万/月
C/C++软件开发工程师,深圳腾千里科技有限公司,广州-海珠区,3-4年经验,大专,招2人,1-27发布,民营公司,50-150人,"计算机硬件,互联网/电子商务",1.5-2万/月
C/C++软件开发实习生,江苏蒙亿网络科技有限公司,南京-玄武区,无需经验,大专,招4人,1-29发布,民营公司,50-150人,"互联网/电子商务,广告",4.5-6千/月
C/C++通信研发工程师,中通智新（武汉）技术研发有限公司,武汉-洪山区,3-4年经验,本科,招1人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1.5-2万/月
C/C++研发工程师,北京中测安华科技有限公司,北京-海淀区,2年经验,大专,招若干人,1-23发布,国企,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
C/C++研发工程师,深圳市奥肯特科技有限公司,深圳-南山区,2年经验,本科,招若干人,1-5发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.8-2万/月
C/C++音视频开发工程师,上海达龙信息科技有限公司,上海-浦东新区,2年经验,本科,招1人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1.5-2.8万/月
C/C++中级工程师,格尔软件股份有限公司,西安-雁塔区,3-4年经验,本科,招2人,1-29发布,上市公司,150-500人,"计算机软件,互联网/电子商务",1-1.5万/月
C\C++初级 工程师,格尔软件股份有限公司,西安-雁塔区,2年经验,本科,招2人,1-29发布,上市公司,150-500人,"计算机软件,互联网/电子商务",0.6-1万/月
C++ PC端软件开发工程师,北京科德威曼科技有限公司,深圳,3-4年经验,本科,招1人,9-17发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1.8-3万/月
C++ 工程师,深圳市七彩祥云信息技术有限公司,深圳-龙岗区,2年经验,大专,招1人,1-28发布,民营公司,50-150人,互联网/电子商务,1.5-2.5万/月
C++ 开发工程师,上海双深信息技术有限公司,上海-闵行区,3-4年经验,本科,招1人,1-18发布,民营公司,少于50人,"计算机软件,互联网/电子商务",2-3万/月
C++ 开发工程师,上海双深信息技术有限公司,上海-闵行区,3-4年经验,本科,招1人,1-14发布,民营公司,少于50人,"计算机软件,互联网/电子商务",2-3万/月
C++ 开发工程师（成都）,赛尔网络有限公司,成都-成华区,1年经验,本科,招若干人,1-29发布,国企,500-1000人,"互联网/电子商务,通信/电信运营、增值服务",0.8-1万/月
C++（SDK）高级开发工程师,深圳市虚拟现实技术有限公司,深圳-南山区,5-7年经验,本科,招1人,1-26发布,民营公司,50-150人,"计算机硬件,互联网/电子商务",2-3万/月
C++（视频）,星软集团有限公司,杭州-西湖区,3-4年经验,本科,招1人,1-29发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1.2-2万/月
C++/C#实习生,湖南创智艾泰克科技有限公司,长沙-岳麓区,在校生/应届生,本科,招6人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",2-4千/月
C++/GO架构师,北京安德信业信息咨询有限责任公司,北京-海淀区,8-9年经验,本科,招若干人,9-3发布,民营公司,50-150人,"互联网/电子商务,计算机软件",4-6万/月
C++/Go开发工程师,同程艺龙,苏州-工业园区,3-4年经验,本科,招若干人,1-2发布,上市公司,10000人以上,互联网/电子商务,1.3-2万/月
C++/Nodejs服务器开发人员,上海班图网络科技有限公司,成都-高新区,3-4年经验,本科,招2人,9-4发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1.5-2万/月
C++/NOIP编程老师,平安好学,上海-杨浦区,3-4年经验,本科,招1人,1-2发布,外资（非欧美）,5000-10000人,"互联网/电子商务,教育/培训/院校",1.5-2万/月
C++/Qt开发,成都激水信息技术有限公司,成都-高新区,3-4年经验,本科,招6人,1-29发布,民营公司,150-500人,"互联网/电子商务,通信/电信/网络设备",1-2万/月
C++/QT开发程师,深圳市阿尔法智汇科技有限公司,深圳-宝安区,5-7年经验,本科,招1人,1-28发布,民营公司,少于50人,"互联网/电子商务,电子技术/半导体/集成电路",1.5-2.5万/月
C++/QT开发工程师,武汉译满天下科技有限公司,武汉-洪山区,5-7年经验,本科,招1人,1-2发布,民营公司,少于50人,互联网/电子商务,1.5-2.5万/月
C++/QT开发工程师,南京英斯特网络科技有限公司,南京-秦淮区,1年经验,本科,招1人,1-16发布,民营公司,少于50人,"互联网/电子商务,计算机软件",1-1.5万/月
C++python***程序员,方圆天下（深圳）科技有限公司,北京-西城区,无需经验,本科,招1人,1-29发布,民营公司,少于50人,"互联网/电子商务,电子技术/半导体/集成电路",2-3千/月
C++白盒测试工程师,成都达梦科技有限公司,成都-金牛区,3-4年经验,大专,招若干人,9-3发布,民营公司,50-150人,"计算机软件,互联网/电子商务",6-8千/月
C++程序员,浙江桔子网络科技有限公司,衢州,2年经验,本科,招1人,1-27发布,民营公司,少于50人,互联网/电子商务,0.8-1万/月
C++程序员,江苏弘宝网络科技有限公司,无锡-梁溪区,1年经验,大专,招1人,9-3发布,民营公司,少于50人,"网络游戏,互联网/电子商务",0.6-2.5万/月
C++初级工程师,深圳市众博企业服务有限公司,深圳-龙华区,1年经验,本科,招3人,1-9发布,民营公司,50-150人,"互联网/电子商务,计算机软件",0.5-1万/月
C++初级开发工程师,成都荆或科技有限公司,成都-锦江区,1年经验,大专,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",4-5千/月
C++初级开发工程师,长沙致天信息科技有限责任公司,长沙-岳麓区,1年经验,本科,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",6-8千/月
C++初级研发工程师,广州中望龙腾软件股份有限公司,广州-天河区,2年经验,本科,招若干人,1-27发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1-1.5万/月
C++底层研发工程师,深圳市七星石科技有限公司,深圳-福田区,3-4年经验,本科,招若干人,1-28发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1-2万/月
C++服务端,海南祺曜互动娱乐有限公司,广州,1年经验,大专,招1人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",0.9-1.8万/月
C++服务端开发,广州市漫灵软件有限公司,广州,1年经验,本科,招2人,9-12发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.5万/月
C++服务端开发工程师,上海研游网络科技有限公司广州分公司,广州-天河区,2年经验,大专,招2人,1-28发布,民营公司,50-150人,"互联网/电子商务,网络游戏",1.2-1.8万/月
C++服务端开发工程师,上海典将网络科技有限公司,上海-浦东新区,3-4年经验,大专,招2人,9-6发布,民营公司,少于50人,"网络游戏,互联网/电子商务",1.5-2.5万/月
C++服务端开发工程师（中高级）,广东宏志信息技术有限公司,广州-天河区,3-4年经验,大专,招2人,9-23发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1.2-2.2万/月
C++服务端开发工程师（主程）,上海研游网络科技有限公司广州分公司,广州,3-4年经验,大专,招2人,1-28发布,民营公司,50-150人,"互联网/电子商务,网络游戏",1.5-2.5万/月
C++服务端开发应届生,广州市漫灵软件有限公司,广州,在校生/应届生,本科,招3人,9-12发布,民营公司,150-500人,"网络游戏,互联网/电子商务",6-8千/月
C++服务端开发主程,广州四三九九信息科技有限公司,广州,5-7年经验,本科,招若干人,1-27发布,民营公司,1000-5000人,"网络游戏,互联网/电子商务",3-4万/月
C++服务端实习生（20届培养岗）,上海研游网络科技有限公司广州分公司,广州,1年经验,本科,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,网络游戏",100元/天
C++服务端主程,上海晓游信息科技有限公司广州分公司,广州-天河区,3-4年经验,本科,招1人,1-28发布,民营公司,50-150人,"网络游戏,互联网/电子商务",1.8-2.5万/月
C++服务端主程,上海典将网络科技有限公司,上海-浦东新区,5-7年经验,本科,招2人,9-6发布,民营公司,少于50人,"网络游戏,互联网/电子商务",1.8-2.5万/月
C++服务端主程,海南祺曜互动娱乐有限公司,广州,5-7年经验,大专,招2人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",2-3万/月
C++服务器,游族网络,上海-徐汇区,5-7年经验,本科,招5人,1-27发布,上市公司,1000-5000人,"网络游戏,互联网/电子商务",1.5-3.5万/月
C++服务器端高级工程师,广州四三九九信息科技有限公司,广州,3-4年经验,本科,招若干人,1-27发布,民营公司,1000-5000人,"网络游戏,互联网/电子商务",2-3万/月
C++服务器端开发工程师,广州四三九九信息科技有限公司,广州,2年经验,本科,招若干人,1-27发布,民营公司,1000-5000人,"网络游戏,互联网/电子商务",1.2-2.4万/月
C++服务器开发,网易集团,广州-天河区,2年经验,本科,招若干人,1-29发布,上市公司,10000人以上,互联网/电子商务,1.5-2.5万/月
C++服务器开发,深圳市捷兴电子商务有限公司,深圳-龙岗区,1年经验,大专,招3人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-4万/月
C++服务器开发,深圳市捷兴电子商务有限公司,深圳-龙岗区,1年经验,大专,招3人,1-28发布,民营公司,150-500人,互联网/电子商务,2.1-3.8万/月
C++服务器开发,深圳市捷兴电子商务有限公司,广州-越秀区,1年经验,大专,招2人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-3.8万/月
C++服务器开发,深圳市捷兴电子商务有限公司,上海-徐汇区,1年经验,大专,招2人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-3.5万/月
C++服务器开发,深圳市捷兴电子商务有限公司,北京-大兴区,1年经验,大专,招2人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-3.2万/月
C++服务器开发,深圳市捷兴电子商务有限公司,南京-鼓楼区,1年经验,大专,招3人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-4万/月
C++服务器开发,深圳市捷兴电子商务有限公司,武汉-武昌区,1年经验,大专,招2人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-4万/月
C++服务器开发,深圳市捷兴电子商务有限公司,杭州-拱墅区,1年经验,大专,招2人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-4万/月
C++服务器开发,深圳市捷兴电子商务有限公司,成都-锦江区,1年经验,大专,招3人,1-28发布,民营公司,150-500人,互联网/电子商务,1.8-4万/月
C++服务器开发工程师,上海极光网络科技有限公司,上海,1年经验,大专,招1人,1-29发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.5万/月
C++服务器开发工程师,深圳市如歌科技有限公司,深圳,1年经验,本科,招1人,1-28发布,民营公司,50-150人,"娱乐/休闲/体育,互联网/电子商务",0.7-1万/月
c++服务器开发工程师,上海晋展网络科技有限公司,上海-嘉定区,3-4年经验,本科,招若干人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.5万/月
C++服务器开发工程师,成都龙辰网络科技有限公司,广州-天河区,1年经验,大专,招若干人,1-24发布,民营公司,50-150人,"网络游戏,互联网/电子商务",1.5-2万/月
C++服务器开发工程师,北京战龙网络科技有限公司,北京-东城区,1年经验,本科,招1人,1-23发布,民营公司,少于50人,"网络游戏,互联网/电子商务",0.8-1.8万/月
C++服务器开发工程师,芜湖益心信息技术有限公司广州分公司,广州-天河区,2年经验,大专,招2人,1-29发布,民营公司,50-150人,"网络游戏,互联网/电子商务",1.5-2万/月
C++服务器开发工程师,深圳市纵维立方科技有限公司,深圳-龙岗区,3-4年经验,大专,招1人,1-29发布,民营公司,500-1000人,"互联网/电子商务,仪器仪表/工业自动化",2-3万/月
C++服务器开发工程师,深圳市乐易网络股份有限公司,深圳-南山区,1年经验,本科,招5人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-1.5万/月
C++服务器开发工程师,深圳市乐易网络股份有限公司,深圳-南山区,2年经验,本科,招2人,1-28发布,民营公司,150-500人,"网络游戏,互联网/电子商务",1-2万/月
C++服务器主程,芜湖益心信息技术有限公司广州分公司,广州-天河区,5-7年经验,大专,招1人,1-28发布,民营公司,50-150人,"网络游戏,互联网/电子商务",2.5-3万/月
C++高级工程师,上海青凤致远地球物理地质勘探科技有限公司,成都-高新区,5-7年经验,本科,招若干人,1-28发布,民营公司,50-150人,"石油/化工/矿产/地质,互联网/电子商务",2-2.5万/月
C++高级工程师（windows）,拓维集团,深圳-南山区,8-9年经验,本科,招1人,1-12发布,上市公司,1000-5000人,互联网/电子商务,2.5-3万/月
C++高级开发工程师,广州银月互娱网络科技有限公司,广州,3-4年经验,大专,招1人,1-29发布,民营公司,50-150人,互联网/电子商务,1-1.8万/月
C++高级开发工程师,南京光辉互动网络科技股份有限公司,南京,3-4年经验,本科,招1人,1-29发布,民营公司,150-500人,互联网/电子商务,1.5-2万/月
